Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Latitude,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2018,AL,Alabama,Cullman,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,15.7,19.1,"83,442",34.13199197,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.8671365 34.13199197)
2018,AL,Alabama,Dale,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.9,,,15.5,18.2,"48,956",31.43150889,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.61159073 31.43150889)
2018,AL,Alabama,Dallas,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19,,,17.4,20.6,"38,310",32.32602481,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.1066303 32.32602481)
2018,AL,Alabama,DeKalb,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,17.7,21,"71,385",34.4602025,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.8035973 34.4602025)
2018,AL,Alabama,Elmore,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.6,,,14.2,16.9,"81,887",32.59685888,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.14875636 32.59685888)
2018,AL,Alabama,Escambia,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.6,,,17.3,19.9,"36,748",31.12612281,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.16137773 31.12612281)
2018,AL,Alabama,Etowah,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.5,,,15.9,19,"102,501",34.04522195,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.03539165 34.04522195)
2018,AL,Alabama,Fayette,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.3,,,16.7,19.9,"16,433",33.72121137,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.73921374 33.72121137)
2018,AL,Alabama,Franklin,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.8,,,16.3,19.4,"31,363",34.44238135,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.843283 34.44238135)
2018,AL,Alabama,Geneva,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19,,,17.4,20.8,"26,314",31.09487431,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.83932635 31.09487431)
2018,AL,Alabama,Greene,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.2,,,18.4,22,"8,233",32.8537694,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.95608364 32.8537694)
2018,AL,Alabama,Hale,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.6,,,17.2,20,"14,726",32.76294506,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.63018079 32.76294506)
2018,AL,Alabama,Henry,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,15.9,18.9,"17,209",31.5149075,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.24183736 31.5149075)
2018,AL,Alabama,Houston,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.3,,,15.7,18.7,"104,722",31.15350797,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.30249702 31.15350797)
2018,AL,Alabama,Jackson,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.8,,,16.9,20.5,"51,736",34.77967706,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.99947453 34.77967706)
2018,AL,Alabama,Jefferson,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.9,16.5,"659,300",33.55458811,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.89673378 33.55458811)
2018,AL,Alabama,Lamar,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.7,,,17,20.4,"13,844",33.77909349,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.09715315 33.77909349)
2018,AL,Alabama,Lauderdale,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,14.9,18.1,"92,387",34.90142261,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.65453895 34.90142261)
2018,AL,Alabama,Lawrence,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.4,,,16.9,19.9,"32,957",34.52187809,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.31069915 34.52187809)
2018,AL,Alabama,Lee,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.8,,,14.4,17.1,"163,941",32.60099295,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.35534328 32.60099295)
2018,AL,Alabama,Limestone,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.8,,,14.1,17.3,"96,174",34.81026419,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.98204165 34.81026419)
2018,AL,Alabama,Lowndes,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.3,,,17.9,20.8,"9,974",32.15495765,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.65008014 32.15495765)
2018,AL,Alabama,Macon,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,15.9,19.3,"18,439",32.38575719,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.69271411 32.38575719)
2018,AL,Alabama,Madison,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14,,,12.7,15.4,"366,519",34.7629041,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.5506924 34.7629041)
2018,AL,Alabama,Marengo,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.9,,,16.5,19.2,"19,066",32.24802803,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.78897342 32.24802803)
2018,AL,Alabama,Marion,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.4,,,16.5,20.2,"29,763",34.13691691,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.88740512 34.13691691)
2018,AL,Alabama,Marshall,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.8,,,16.2,19.7,"96,109",34.36718343,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.30608505 34.36718343)
2018,AL,Alabama,Mobile,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.5,,,15.2,17.8,"413,757",30.78657016,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.20658862 30.78657016)
2018,AL,Alabama,Monroe,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19,,,17.8,20.3,"21,067",31.57086205,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.36533405 31.57086205)
2018,AL,Alabama,Montgomery,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16,,,14.6,17.5,"225,763",32.22034164,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.20804808 32.22034164)
2018,AL,Alabama,Morgan,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.5,,,14.9,18.1,"119,089",34.4534685,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.85332071 34.4534685)
2018,AL,Alabama,Perry,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.6,,,19,22.3,"9,140",32.63868928,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.29439436 32.63868928)
2018,AL,Alabama,Pickens,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18,,,16.7,19.3,"19,938",33.28043578,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.08874093 33.28043578)
2018,AL,Alabama,Pike,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.3,,,15.9,18.7,"33,338",31.80252217,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.94116812 31.80252217)
2018,AL,Alabama,Randolph,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.8,,,16.3,19.4,"22,725",33.29367147,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.45907232 33.29367147)
2018,AL,Alabama,Russell,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.5,,,16.3,18.8,"57,781",32.28842421,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.18445744 32.28842421)
2018,AL,Alabama,St. Clair,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.8,,,15.2,18.5,"88,690",33.71565784,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.3149495 33.71565784)
2018,AL,Alabama,Shelby,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,12.3,15.2,"215,707",33.26422221,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.66104603 33.26422221)
2018,AL,Alabama,Sumter,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.2,,,16.6,19.8,"12,691",32.58923369,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.1995063 32.58923369)
2018,AL,Alabama,Talladega,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.1,,,16.7,19.4,"79,828",33.38016157,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.16578887 33.38016157)
2018,AL,Alabama,Tallapoosa,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,16.1,19.3,"40,497",32.86282332,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.79743161 32.86282332)
2018,AL,Alabama,Tuscaloosa,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.6,,,14.2,17,"208,911",33.28961016,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.52507429 33.28961016)
2018,AL,Alabama,Walker,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.9,,,17.1,20.8,"63,711",33.80308206,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.29738289 33.80308206)
2018,AL,Alabama,Washington,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.6,,,17.3,19.9,"16,378",31.40764298,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.20779087 31.40764298)
2018,AL,Alabama,Wilcox,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,18,21.1,"10,627",31.98925616,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.30801913 31.98925616)
2018,AL,Alabama,Winston,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.6,,,16.7,20.5,"23,660",34.14919919,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.37360952 34.14919919)
2018,AK,Alaska,Aleutians East,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.5,,,10.8,12.1,"3,515",55.35903757,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-161.979848 55.35903757)
2018,AK,Alaska,Aleutians West,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,10.2,11.5,"5,723",52.8107872,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-107.825461 52.8107872)
2018,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12,,,11,13,"291,538",61.1504589,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-149.1141071 61.1504589)
2018,AK,Alaska,Bethel,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.5,,,18.7,22.4,"18,216",60.91560276,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-159.8247503 60.91560276)
2018,AK,Alaska,Bristol Bay,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14,,,13.1,14.9,877,58.74223433,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-156.701884 58.74223433)
2018,AK,Alaska,Denali,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,11.1,13.7,"2,059",63.67350143,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-150.0088291 63.67350143)
2018,AK,Alaska,Dillingham,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.9,,,16.5,19.3,"5,000",59.79999618,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-158.2125392 59.79999618)
2018,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.3,,,11.3,13.4,"98,971",64.80852672,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-146.5624138 64.80852672)
2018,AK,Alaska,Haines,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,11.4,13.6,"2,474",59.11448538,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-135.5007934 59.11448538)
2018,AK,Alaska,Hoonah-Angoon,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,13.8,15.8,"2,151",58.18652895,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-135.3290871 58.18652895)
2018,AK,Alaska,Juneau,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.7,,,10.8,12.7,"32,113",58.45102839,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-134.1828501 58.45102839)
2018,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.9,,,12.7,15.2,"58,533",60.25818708,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-151.5665895 60.25818708)
2018,AK,Alaska,Ketchikan Gateway,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.1,,,12.2,14.2,"13,918",55.58863162,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-130.9352394 55.58863162)
2018,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.7,,,10.8,12.5,"13,345",57.66814491,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-153.7816117 57.66814491)
2018,AK,Alaska,Kusilvak,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,24.5,,,22.6,26.4,"8,303",62.1574671,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-163.3831265 62.1574671)
2018,AK,Alaska,Lake and Peninsula,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.5,,,16.1,18.8,"1,587",58.63644251,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-156.1898946 58.63644251)
2018,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,12.2,14.6,"107,610",62.3154278,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-149.5702635 62.3154278)
2018,AK,Alaska,Nome,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.7,,,17.3,20.3,"10,008",64.91045824,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-164.0327478 64.91045824)
2018,AK,Alaska,North Slope,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.2,,,13.3,15.2,"9,872",69.3117884,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-153.4445902 69.3117884)
2018,AK,Alaska,Northwest Arctic,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.3,,,17.7,20.9,"7,671",67.05603596,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-159.7201294 67.05603596)
2018,AK,Alaska,Petersburg,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.9,,,11.8,14.1,"3,221",56.81190828,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-133.2863383 56.81190828)
2018,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.1,,,15,17.2,"6,422",55.50495667,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-132.7096152 55.50495667)
2018,AK,Alaska,Sitka,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.5,,,11.5,13.4,"8,647",57.23208595,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-135.3033492 57.23208595)
2018,AK,Alaska,Skagway,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,10.5,13,"1,148",59.55833765,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-135.3374592 59.55833765)
2018,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.7,,,12.6,14.8,"6,918",63.87758207,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-143.2062598 63.87758207)
2018,AK,Alaska,Valdez-Cordova,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,11.3,13.4,"9,164",61.5583398,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-144.4916418 61.5583398)
2018,AK,Alaska,Wrangell,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,13.3,15.6,"2,503",56.32355894,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-132.0250936 56.32355894)
2018,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,13.7,15.4,604,59.8899763,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-140.3569385 59.8899763)
2018,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.4,,,17,19.9,"5,327",65.50918931,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-151.3907449 65.50918931)
2018,AZ,Arizona,Apache,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.4,,,18.7,22.2,"71,818",35.3954111,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-109.48883 35.3954111)
